Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_20,MA_50,Returns,RSI_14,Decision,Signal
2026-01-13,450.2000122070313,451.80999755859375,443.9500122070313,447.2000122070313,53719200,0.0,0.0,461.33850250244143,444.14720153808594,-0.003920124914344236,30.000961114257663,BUY,1
2026-01-14,442.80999755859375,443.9100036621094,434.2200012207031,439.2000122070313,57259500,0.0,0.0,459.53300323486326,443.8000018310547,-0.017889087168218576,28.667404376265594,BUY,1
2026-01-15,441.1300048828125,445.3599853515625,437.6499938964844,438.5700073242188,49465800,0.0,0.0,456.9675033569336,443.2040020751953,-0.0014344373071545347,28.543939534185256,BUY,1
2026-01-16,439.5,447.25,435.260009765625,437.5,60220600,0.0,0.0,455.47950286865233,443.0688018798828,-0.0024397640202235005,31.15311225000545,BUY,1
2026-01-20,429.3599853515625,430.7300109863281,417.4400024414063,419.25,63187300,0.0,0.0,452.273503112793,442.21240173339845,-0.041714285714285704,30.33400833178301,BUY,1
2026-01-21,421.6600036621094,438.2000122070313,419.6199951171875,431.4400024414063,68124000,0.0,0.0,449.7855026245117,441.9230017089844,0.02907573629435012,39.518558485958344,BUY,1
2026-01-22,435.1600036621094,449.5,432.6300048828125,449.3599853515625,71546700,0.0,0.0,447.81700134277344,442.3198016357422,0.041535283721378935,49.853509137269775,BUY,1
2026-01-23,447.4299926757813,452.4299926757813,444.0400085449219,449.05999755859375,56771400,0.0,0.0,445.99200134277345,442.3964013671875,-0.0006675890216037983,54.92692251493589,BUY,1
2026-01-26,445.0,445.0400085449219,434.2799987792969,435.2000122070313,49397400,0.0,0.0,443.4820022583008,442.30800170898436,-0.030864440001146964,42.63350525356302,BUY,1
2026-01-27,437.4100036621094,437.5199890136719,430.6900024414063,430.8999938964844,37733100,0.0,0.0,441.2675018310547,442.3140014648437,-0.009880556502607218,48.94228858777303,SELL,-1
2026-01-28,431.9100036621094,438.260009765625,430.1000061035156,431.4599914550781,54857400,0.0,0.0,439.8585006713867,442.9034014892578,0.0012995998294869082,50.025929980820045,SELL,-1
2026-01-29,437.7999877929688,440.2300109863281,414.6199951171875,416.55999755859375,81686100,0.0,0.0,437.96500091552736,443.14760131835936,-0.03453389466363932,41.00093693850061,SELL,-1
2026-01-30,425.3500061035156,439.8800048828125,422.7000122070313,430.4100036621094,82626100,0.0,0.0,436.99950103759767,443.57740112304685,0.033248526466028494,43.45525687008354,SELL,-1
2026-02-02,421.2900085449219,427.1499938964844,414.5,421.80999755859375,58739500,0.0,0.0,436.1865005493164,443.98860107421876,-0.019980962408733927,38.3165502809987,SELL,-1
2026-02-03,424.2699890136719,428.55999755859375,413.6900024414063,421.9599914550781,56886500,0.0,0.0,434.7009994506836,444.34800109863284,0.0003555958781265023,38.98585106045798,SELL,-1
2026-02-04,420.4599914550781,423.8999938964844,399.1799926757813,406.010009765625,74606900,0.0,0.0,433.35350036621094,444.56360107421875,-0.03779974882085746,36.45637352548975,SELL,-1
2026-02-05,397.0199890136719,402.1000061035156,387.5299987792969,397.2099914550781,72819800,0.0,0.0,431.64349975585935,444.6860009765625,-0.02167438757390938,34.17749745083621,SELL,-1
2026-02-06,400.8699951171875,414.5499877929688,397.75,411.1099853515625,62677100,0.0,0.0,430.40899963378905,444.5526007080078,0.03499406912088299,40.8067928363515,SELL,-1
2026-02-09,409.9100036621094,421.25,407.2900085449219,417.3200073242188,54484300,0.0,0.0,429.0244995117188,444.5110009765625,0.015105500216312517,49.266106616807456,SELL,-1
2026-02-10,418.0799865722656,427.25,417.0,425.2099914550781,64450200,0.0,0.0,427.8369995117188,444.48360107421877,0.018906316477488083,47.55090323077545,SELL,-1
2026-02-11,427.9599914550781,436.3500061035156,420.0299987792969,428.2699890136719,57362000,0.0,0.0,426.89049835205077,444.4456005859375,0.00719643851293883,40.61248159042433,SELL,-1
2026-02-12,430.2999877929688,436.2300109863281,414.0,417.0700073242188,61933400,0.0,0.0,425.7839981079102,444.18420043945315,-0.02615168463063966,37.02020802377417,SELL,-1
2026-02-13,414.30999755859375,424.05999755859375,410.8800048828125,417.4400024414063,51434100,0.0,0.0,424.72749786376954,443.94820068359377,0.0008871295242764976,41.9081413586358,SELL,-1
2026-02-17,412.3599853515625,413.7200012207031,400.510009765625,410.6300048828125,59678800,0.0,0.0,423.38399810791014,443.2260009765625,-0.016313715788533467,40.97104920957412,SELL,-1
2026-02-18,411.1099853515625,416.8999938964844,409.5799865722656,411.3200073242188,45921400,0.0,0.0,422.9874984741211,442.36180114746094,0.0016803507615164026,41.03933585827113,SELL,-1
2026-02-19,407.25,415.25,404.1099853515625,411.7099914550781,51019600,0.0,0.0,422.00099792480466,441.4960009765625,0.0009481282794783219,47.52221934310632,SELL,-1
2026-02-20,408.2999877929688,414.7000122070313,405.5,411.8200073242188,57912200,0.0,0.0,420.1239990234375,440.94080139160155,0.0002672169037041261,38.95162129897627,SELL,-1
2026-02-23,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,0.0,0.0,417.6624984741211,440.0340008544922,-0.029114711618451472,37.442862348340505,SELL,-1
2026-02-24,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,0.0,0.0,416.37149810791016,439.19260070800783,0.023885197787236967,43.51011925847208,SELL,-1
2026-02-25,412.1499938964844,420.3399963378906,412.1499938964844,417.3999938964844,54809700,0.0,0.0,415.69649810791014,438.60280029296877,0.019590573349979934,56.39958505156849,SELL,-1
2026-02-26,414.4200134277344,416.80999755859375,403.6600036621094,408.5799865722656,53602500,0.0,0.0,414.55249786376953,437.5952001953125,-0.021130827631028026,56.38691937408285,SELL,-1
2026-02-27,402.9400024414063,407.1199951171875,398.1099853515625,402.510009765625,56890100,0.0,0.0,413.8499984741211,436.13920043945313,-0.014856275407819197,44.70314340857094,SELL,-1
2026-03-02,390.6000061035156,404.5400085449219,388.25,403.3200073242188,55088300,0.0,0.0,412.49549865722656,434.40800048828123,0.00201236624914114,40.76273036190208,SELL,-1
2026-03-03,395.0899963378906,396.3399963378906,385.3900146484375,392.4299926757813,62617300,0.0,0.0,411.02649841308596,432.91140014648437,-0.027000928420799375,29.195227667411928,SELL,-1
2026-03-04,397.8500061035156,408.3299865722656,394.5799865722656,405.9400024414063,68305500,0.0,0.0,410.22549896240236,431.36280029296876,0.03442654745501761,37.487401197514735,SELL,-1
2026-03-05,401.5700073242188,408.6199951171875,399.4200134277344,405.5499877929688,51925900,0.0,0.0,410.2024978637695,429.8497998046875,-0.0009607691927178141,42.65492662865399,SELL,-1
2026-03-06,398.0899963378906,402.3500061035156,394.2099914550781,396.7300109863281,64054600,0.0,0.0,410.17849884033205,428.0097998046875,-0.021748186591348695,38.07989792581002,SELL,-1
2026-03-09,390.0499877929688,401.5899963378906,381.3999938964844,398.6799926757813,67018900,0.0,0.0,409.55699920654297,426.27219970703123,0.004915135319874642,42.7142965589305,SELL,-1
2026-03-10,402.2200012207031,406.5899963378906,398.1900024414063,399.239990234375,59258700,0.0,0.0,408.65299835205076,424.54899963378904,0.0014046291985589932,42.62334124971486,SELL,-1
2026-03-11,402.2799987792969,416.3800048828125,402.1499938964844,407.8200073242188,62559900,0.0,0.0,407.7834991455078,423.2015997314453,0.02149087591352483,47.84057816335558,SELL,-1
2026-03-12,405.1799926757813,406.5,394.6499938964844,395.010009765625,60973800,0.0,0.0,406.1205001831055,421.90899963378905,-0.03141091003024232,41.82154599402298,SELL,-1
2026-03-13,399.1700134277344,400.2000122070313,389.9500122070313,391.2000122070313,58504100,0.0,0.0,404.8270004272461,420.64440002441404,-0.009645319015723963,45.438220372476465,SELL,-1
2026-03-16,396.2200012207031,403.7300109863281,394.4200134277344,395.55999755859375,58068300,0.0,0.0,403.73300018310545,419.5611999511719,0.011145156481373153,42.27068624981141,SELL,-1
2026-03-17,395.6900024414063,400.1199951171875,393.0,399.2699890136719,46890500,0.0,0.0,403.1649993896484,418.78519958496094,0.00937908655570907,39.34656706696872,SELL,-1
2026-03-18,399.0,403.0700073242188,392.30999755859375,392.7799987792969,50853100,0.0,0.0,402.23799896240234,417.6073992919922,-0.016254640751756533,40.45432722268482,SELL,-1
2026-03-19,387.2699890136719,387.2699890136719,378.7300109863281,380.2999877929688,67078300,0.0,0.0,400.66749877929686,416.55419921875,-0.03177353995904608,37.54624524542411,SELL,-1
2026-03-20,379.3900146484375,379.8900146484375,364.4601135253906,367.9599914550781,74680129,0.0,0.0,398.47449798583983,415.2851989746094,-0.032448058727281515,32.44288863021505,SELL,-1
